dgp_name,mean_bias,mean_mae,mean_rmse,mean_coverage,mean_ci_length,mean_se_ratio,mean_non_convergence_rate,mean_nuisance_r2_y,mean_nuisance_r2_d,mean_fold_ratio,n_scenarios
weak_signal_sparse,-0.002560670692062734,0.051730201023488465,0.06294078911118113,0.8617777777777778,0.1862550122059742,0.9161005827193698,0.0,-0.3074490825085057,-0.33532800882598734,0.4239969135802469,225
sparse_linear_correlated,0.02739817525007862,0.07718247886724099,0.0876295488175051,0.6791111111111111,0.18095852824428083,0.9546879818622607,0.0,0.5435904463136706,0.5655642905947705,0.4239969135802469,225
dense_linear_independent,0.023400034286840374,0.08336115164098408,0.09412921758227015,0.6546666666666667,0.1860080537260288,0.9668517172178893,0.0,0.4681839784199137,0.3369960367648333,0.4239969135802469,225
sparse_linear_independent,0.0270326319679575,0.08408697223170077,0.09466701832869319,0.6586666666666666,0.1870160796019204,0.9395776581173608,0.0,0.46833315542807596,0.33809503443594763,0.4239969135802469,225
