dgp_name,n_obs,n_covariates,n_folds,mean_mae,mean_rmse,mean_coverage,mean_se_ratio,mean_nuisance_r2_y,mean_nuisance_r2_d,n_scenarios
weak_signal_sparse,500,25,2,0.0303214530855732,0.0383831158801713,1.0,1.1183548546731357,0.0483531682823688,0.0186769470398021,1
weak_signal_sparse,500,25,5,0.0309986652489473,0.040187376736006,1.0,1.064813692802795,0.0384917503785861,0.0013185556385339,1
weak_signal_sparse,500,25,10,0.0443728041007907,0.0551140077189009,1.0,0.8264944803744524,0.0604360477295646,0.0096623279770381,1
weak_signal_sparse,500,50,2,0.0426377510035177,0.0535519421945576,0.9,0.7710648163308648,0.0478538907680283,0.015128232876781,1
weak_signal_sparse,500,50,5,0.0307398330700526,0.0364294073222614,1.0,1.3287883914360208,0.0379749670289897,0.0165312173325825,1
weak_signal_sparse,500,50,10,0.0356096937996079,0.0405947002030306,1.0,1.058651651263712,0.0387713940334224,0.0117407631796256,1
weak_signal_sparse,500,100,2,0.0553848994128374,0.0636331134906025,0.8,1.3944291749017503,0.0191612400914034,0.0074463750138866,1
weak_signal_sparse,500,100,5,0.0356546191916594,0.0426025001869696,1.0,1.3767351018193563,0.0336704252698763,0.003963011823503,1
weak_signal_sparse,500,100,10,0.050591635420329,0.0648998461133794,0.9,0.7570435371325421,0.0308514072547162,0.0097605858850473,1
weak_signal_sparse,500,150,2,0.0344475401700334,0.0423806043080064,1.0,1.4923846624861024,0.0181929285667833,0.0066850233894838,1
weak_signal_sparse,500,150,5,0.0488937455921417,0.0590537743371405,0.8,0.7677639109298163,0.0187271490655916,-0.0025314370061463,1
weak_signal_sparse,500,150,10,0.0347351799253417,0.0426134530375068,1.0,1.204368589591314,0.0134637149853826,-0.0130188236285269,1
weak_signal_sparse,500,300,2,0.049322105399237,0.0557198587818561,0.9,0.8079953194971505,0.0054659355820174,-0.0005605487091077,1
weak_signal_sparse,500,300,5,0.0492646106183946,0.0586447214689725,0.9,0.8595692101742376,0.0042208759908719,-0.0109808321418409,1
weak_signal_sparse,500,300,10,0.0463475347054928,0.05754468283719,0.8,1.0543600444291517,0.0055151241999069,-0.0146853650041611,1
weak_signal_sparse,1000,25,2,0.0293794518399503,0.0330336098420024,1.0,0.9217858589005232,0.0680434982043377,0.0264150885123744,1
weak_signal_sparse,1000,25,5,0.0201570710374394,0.0287996994836737,0.9,1.0272016260699908,0.0841026582869525,0.0385526790119871,1
weak_signal_sparse,1000,25,10,0.0253746760335996,0.0350802375079359,0.9,0.9687050364141228,0.0656438072187489,0.0324656334934395,1
weak_signal_sparse,1000,50,2,0.0305167181405646,0.0335227015325688,1.0,0.936304513410084,0.0631547859536707,0.0343805550839112,1
weak_signal_sparse,1000,50,5,0.0216052625146261,0.0299953315347647,0.9,1.023454371130977,0.0797160075350382,0.0408125083620083,1
weak_signal_sparse,1000,50,10,0.022444761371808,0.0270915887185558,1.0,1.1437382850785378,0.0740420534704511,0.0319618025372218,1
weak_signal_sparse,1000,100,2,0.0342645156121755,0.0372321219775822,0.9,0.8257343179796873,0.0424752203692634,0.0078154093631003,1
weak_signal_sparse,1000,100,5,0.0193735382110718,0.0220151253904211,1.0,1.8029440649359745,0.0443135615230507,0.021552720774045,1
weak_signal_sparse,1000,100,10,0.0241895206540121,0.0319355751752349,1.0,1.0108704984268495,0.0473404383354061,0.0190010674134977,1
weak_signal_sparse,1000,150,2,0.0309694174737903,0.0359179913287037,1.0,1.3310238200985434,0.0379884769596731,0.01767782230548,1
weak_signal_sparse,1000,150,5,0.0203225285830966,0.0246945556680341,1.0,1.5990350828666422,0.0476921721052028,0.0190338047555034,1
weak_signal_sparse,1000,150,10,0.0249197606447708,0.0295352995755074,0.9,1.2913121806301089,0.0400849519751361,0.0152815568605134,1
weak_signal_sparse,1000,300,2,0.0219618944603219,0.0291864466167268,1.0,1.0467770784663846,0.0198142861975412,0.0030701175534901,1
weak_signal_sparse,1000,300,5,0.0277713995701921,0.0306564962588941,1.0,1.0804283424550976,0.0279574265072725,0.0086909487043218,1
weak_signal_sparse,1000,300,10,0.0193430003735611,0.0248190067609973,1.0,1.29071888580964,0.0249451902503004,0.0038961683657508,1
