scenario_name,dgp_name,learner_name,n_obs,n_covariates,n_folds,mean_fold_ratio,coverage,coverage_gap,absolute_coverage_gap,se_ratio,mae,rmse
sparse_linear_independent_n500_p25_k10_gradient_boosting,sparse_linear_independent,gradient_boosting,500,25,10,0.0555555555555554,0.7,-0.25,0.25,0.8559954247017433,0.0568689384061834,0.0741980382123057
sparse_linear_independent_n1000_p25_k2_gradient_boosting,sparse_linear_independent,gradient_boosting,1000,25,2,0.05,0.7,-0.25,0.25,1.4956132164185003,0.0492360916289692,0.0534627639568878
sparse_linear_correlated_n250_p50_k2_ols,sparse_linear_correlated,ols,250,50,2,0.4,0.7,-0.25,0.25,0.6052317438389809,0.0778824144705767,0.0959494995833859
sparse_linear_correlated_n250_p150_k5_ols,sparse_linear_correlated,ols,250,150,5,0.75,0.7,-0.25,0.25,0.6026379303720015,0.0904982054242981,0.1019142894239744
sparse_linear_correlated_n250_p300_k10_ols,sparse_linear_correlated,ols,250,300,10,1.3333333333333337,0.7,-0.25,0.25,0.415571483807993,0.1215109904420024,0.1479746122158032
sparse_linear_correlated_n500_p25_k2_ols,sparse_linear_correlated,ols,500,25,2,0.1,0.7,-0.25,0.25,0.5467151112926955,0.0650723713375823,0.0764427037964748
sparse_linear_correlated_n500_p50_k2_ols,sparse_linear_correlated,ols,500,50,2,0.2,0.7,-0.25,0.25,0.5148604319134138,0.0726900283809864,0.0862897263850466
sparse_linear_correlated_n500_p300_k5_ols,sparse_linear_correlated,ols,500,300,5,0.75,0.7,-0.25,0.25,0.6042599108090053,0.0508003423517171,0.0693358578481861
sparse_linear_correlated_n500_p300_k10_ols,sparse_linear_correlated,ols,500,300,10,0.6666666666666667,0.7,-0.25,0.25,0.4959633281858918,0.0709232474889948,0.0912598689630292
sparse_linear_correlated_n1000_p100_k2_ols,sparse_linear_correlated,ols,1000,100,2,0.2,0.7,-0.25,0.25,0.5985686039428786,0.0417731553299971,0.0530376003344702
sparse_linear_correlated_n1000_p300_k5_ols,sparse_linear_correlated,ols,1000,300,5,0.375,0.7,-0.25,0.25,0.5018779887963378,0.0436474871106318,0.0599553194396065
sparse_linear_correlated_n250_p50_k2_lasso,sparse_linear_correlated,lasso,250,50,2,0.4,0.7,-0.25,0.25,0.4912117960858322,0.1017116277979169,0.1272115087191191
sparse_linear_correlated_n250_p50_k5_lasso,sparse_linear_correlated,lasso,250,50,5,0.25,0.7,-0.25,0.25,0.9112781993162494,0.0836412194778453,0.100822214065284
sparse_linear_correlated_n250_p100_k2_lasso,sparse_linear_correlated,lasso,250,100,2,0.8,0.7,-0.25,0.25,0.6173793910499169,0.0755385665557088,0.1040138927084827
sparse_linear_correlated_n250_p300_k10_lasso,sparse_linear_correlated,lasso,250,300,10,1.3333333333333337,0.7,-0.25,0.25,0.6312280950109568,0.0888121608134712,0.1127314411288057
sparse_linear_correlated_n500_p100_k5_lasso,sparse_linear_correlated,lasso,500,100,5,0.25,0.7,-0.25,0.25,0.807382885333122,0.0588785640539728,0.0747276847769135
sparse_linear_correlated_n500_p150_k2_lasso,sparse_linear_correlated,lasso,500,150,2,0.5999999999999999,0.7,-0.25,0.25,0.5625529993571505,0.070938038539908,0.0819891266450505
sparse_linear_correlated_n500_p150_k5_lasso,sparse_linear_correlated,lasso,500,150,5,0.375,0.7,-0.25,0.25,0.551039860205252,0.068868506911413,0.0801337712778446
sparse_linear_correlated_n250_p300_k5_elastic_net,sparse_linear_correlated,elastic_net,250,300,5,1.5,0.7,-0.25,0.25,0.490617611090243,0.0989196312163915,0.1375244352690868
sparse_linear_correlated_n500_p300_k2_elastic_net,sparse_linear_correlated,elastic_net,500,300,2,1.1999999999999995,0.7,-0.25,0.25,0.6944331109249982,0.0572422030675463,0.069192026565417
sparse_linear_correlated_n500_p50_k10_gradient_boosting,sparse_linear_correlated,gradient_boosting,500,50,10,0.1111111111111111,0.7,-0.25,0.25,0.7513823510691274,0.0626729068271867,0.0825686933565323
sparse_linear_correlated_n500_p100_k2_gradient_boosting,sparse_linear_correlated,gradient_boosting,500,100,2,0.4,0.7,-0.25,0.25,1.0886425970453617,0.0555327420958313,0.0666990362972588
sparse_linear_correlated_n1000_p25_k10_gradient_boosting,sparse_linear_correlated,gradient_boosting,1000,25,10,0.0277777777777777,0.7,-0.25,0.25,0.9684610916333743,0.0490513928495128,0.0580289276431679
sparse_linear_correlated_n1000_p50_k2_gradient_boosting,sparse_linear_correlated,gradient_boosting,1000,50,2,0.1,0.7,-0.25,0.25,0.9228627990644328,0.0427421125675641,0.0527708212809927
sparse_linear_correlated_n1000_p100_k2_gradient_boosting,sparse_linear_correlated,gradient_boosting,1000,100,2,0.2,0.7,-0.25,0.25,0.8059153806068033,0.0492931488721142,0.0567889401361536
sparse_linear_correlated_n1000_p150_k2_gradient_boosting,sparse_linear_correlated,gradient_boosting,1000,150,2,0.2999999999999999,0.7,-0.25,0.25,0.7400866281826258,0.05413334260808,0.0676170278257929
sparse_linear_correlated_n1000_p150_k10_gradient_boosting,sparse_linear_correlated,gradient_boosting,1000,150,10,0.1666666666666665,0.7,-0.25,0.25,0.9173245357498292,0.0450973534162169,0.0563620355175771
sparse_linear_correlated_n1000_p300_k10_gradient_boosting,sparse_linear_correlated,gradient_boosting,1000,300,10,0.3333333333333333,0.7,-0.25,0.25,1.2611260699566509,0.0415409449176554,0.0480708362583547
weak_signal_sparse_n250_p50_k2_ols,weak_signal_sparse,ols,250,50,2,0.4,0.7,-0.25,0.25,0.5454118006714369,0.0943325711221431,0.1135784678929378
weak_signal_sparse_n250_p300_k2_ols,weak_signal_sparse,ols,250,300,2,2.3999999999999995,0.7,-0.25,0.25,0.5553346167620419,0.1162501353753135,0.1343599602321727
weak_signal_sparse_n500_p50_k2_ols,weak_signal_sparse,ols,500,50,2,0.2,0.7,-0.25,0.25,0.822924825509281,0.0563780999692697,0.0663540413799877
weak_signal_sparse_n1000_p300_k5_ols,weak_signal_sparse,ols,1000,300,5,0.375,0.7,-0.25,0.25,0.5903691340049668,0.0378275529285108,0.0498980283847558
weak_signal_sparse_n250_p100_k10_lasso,weak_signal_sparse,lasso,250,100,10,0.4444444444444445,0.7,-0.25,0.25,0.6789876491552462,0.0780292520178615,0.0890425004962664
weak_signal_sparse_n250_p150_k2_lasso,weak_signal_sparse,lasso,250,150,2,1.1999999999999995,0.7,-0.25,0.25,0.6276247918069997,0.1278340903375438,0.1481472721141658
weak_signal_sparse_n250_p150_k10_lasso,weak_signal_sparse,lasso,250,150,10,0.6666666666666667,0.7,-0.25,0.25,0.4383808938970657,0.1145596119109935,0.1502599545733683
weak_signal_sparse_n250_p300_k2_lasso,weak_signal_sparse,lasso,250,300,2,2.3999999999999995,0.7,-0.25,0.25,0.5756285584143108,0.1318507798467397,0.1555395118129116
weak_signal_sparse_n250_p300_k5_lasso,weak_signal_sparse,lasso,250,300,5,1.5,0.7,-0.25,0.25,0.7213931713159648,0.0892464785706651,0.1214357059898011
weak_signal_sparse_n500_p150_k2_lasso,weak_signal_sparse,lasso,500,150,2,0.5999999999999999,0.7,-0.25,0.25,0.6586000993382397,0.0818523754399819,0.0916196878553925
weak_signal_sparse_n500_p300_k10_lasso,weak_signal_sparse,lasso,500,300,10,0.6666666666666667,0.7,-0.25,0.25,0.7928978375332493,0.0677897583580776,0.0747618648834575
weak_signal_sparse_n1000_p100_k2_lasso,weak_signal_sparse,lasso,1000,100,2,0.2,0.7,-0.25,0.25,0.5666206225697944,0.0525787484790248,0.0605253632949561
weak_signal_sparse_n1000_p300_k2_lasso,weak_signal_sparse,lasso,1000,300,2,0.5999999999999999,0.7,-0.25,0.25,0.6590347108079394,0.0444726257613473,0.0554222647699764
weak_signal_sparse_n250_p25_k2_elastic_net,weak_signal_sparse,elastic_net,250,25,2,0.2,0.7,-0.25,0.25,0.6807240578913484,0.0918378107182102,0.1028636503546773
weak_signal_sparse_n250_p150_k2_elastic_net,weak_signal_sparse,elastic_net,250,150,2,1.1999999999999995,0.7,-0.25,0.25,0.5387513787905238,0.1154202583536038,0.1334670722564274
weak_signal_sparse_n250_p150_k5_elastic_net,weak_signal_sparse,elastic_net,250,150,5,0.75,0.7,-0.25,0.25,0.6632642143524384,0.0871661938596556,0.1099348690841556
weak_signal_sparse_n1000_p150_k2_elastic_net,weak_signal_sparse,elastic_net,1000,150,2,0.2999999999999999,0.7,-0.25,0.25,0.613121955425724,0.0487736896339714,0.0545934346736655
weak_signal_sparse_n250_p50_k10_gradient_boosting,weak_signal_sparse,gradient_boosting,250,50,10,0.2222222222222222,0.7,-0.25,0.25,0.719075366636731,0.0799636530579706,0.0947926724950809
weak_signal_sparse_n250_p100_k10_gradient_boosting,weak_signal_sparse,gradient_boosting,250,100,10,0.4444444444444445,0.7,-0.25,0.25,0.6173528999042992,0.0749645245947163,0.0995432366236305
weak_signal_sparse_n500_p100_k2_gradient_boosting,weak_signal_sparse,gradient_boosting,500,100,2,0.4,0.7,-0.25,0.25,1.0530218203404418,0.0580861734901809,0.0710263109838028
weak_signal_sparse_n1000_p25_k2_gradient_boosting,weak_signal_sparse,gradient_boosting,1000,25,2,0.05,0.7,-0.25,0.25,0.9303924042050092,0.0344886249061466,0.044673373250499
weak_signal_sparse_n1000_p50_k10_gradient_boosting,weak_signal_sparse,gradient_boosting,1000,50,10,0.0555555555555554,0.7,-0.25,0.25,0.6844519857477672,0.046264474980071,0.0602727309204162
dense_linear_independent_n250_p50_k5_ols,dense_linear_independent,ols,250,50,5,0.25,0.8,-0.1499999999999999,0.1499999999999999,0.6758631961241349,0.0728889548954312,0.0950907574588674
dense_linear_independent_n250_p150_k5_ols,dense_linear_independent,ols,250,150,5,0.75,0.8,-0.1499999999999999,0.1499999999999999,0.6391844468872454,0.0810315437597148,0.1037705077905336
dense_linear_independent_n500_p100_k10_ols,dense_linear_independent,ols,500,100,10,0.2222222222222222,0.8,-0.1499999999999999,0.1499999999999999,0.7959506830998063,0.0487667128659233,0.0546248303710954
dense_linear_independent_n1000_p50_k2_ols,dense_linear_independent,ols,1000,50,2,0.1,0.8,-0.1499999999999999,0.1499999999999999,0.70577795194524,0.0343844528564791,0.0422159840638424
dense_linear_independent_n1000_p100_k2_ols,dense_linear_independent,ols,1000,100,2,0.2,0.8,-0.1499999999999999,0.1499999999999999,0.6823061622579344,0.0431475490527896,0.0500683674321109
dense_linear_independent_n250_p100_k10_lasso,dense_linear_independent,lasso,250,100,10,0.4444444444444445,0.8,-0.1499999999999999,0.1499999999999999,0.6671433553893996,0.0728784400068732,0.0959464785133468
dense_linear_independent_n250_p150_k5_lasso,dense_linear_independent,lasso,250,150,5,0.75,0.8,-0.1499999999999999,0.1499999999999999,0.7515379838267079,0.0725098481756369,0.0892211897267539
dense_linear_independent_n500_p25_k5_lasso,dense_linear_independent,lasso,500,25,5,0.0625,0.8,-0.1499999999999999,0.1499999999999999,0.7035938033850656,0.0575011296357445,0.0645071791805789
dense_linear_independent_n500_p150_k2_lasso,dense_linear_independent,lasso,500,150,2,0.5999999999999999,0.8,-0.1499999999999999,0.1499999999999999,0.7422174302079179,0.0685904624191105,0.0816673647187124
dense_linear_independent_n500_p150_k5_lasso,dense_linear_independent,lasso,500,150,5,0.375,0.8,-0.1499999999999999,0.1499999999999999,0.7484504691247343,0.049825704011743,0.0636382102543949
dense_linear_independent_n500_p150_k10_lasso,dense_linear_independent,lasso,500,150,10,0.3333333333333333,0.8,-0.1499999999999999,0.1499999999999999,0.8730507582423628,0.0344943755550556,0.0513869590932029
dense_linear_independent_n500_p300_k5_lasso,dense_linear_independent,lasso,500,300,5,0.75,0.8,-0.1499999999999999,0.1499999999999999,0.6896842189773308,0.0558338853974679,0.0798492304295828
dense_linear_independent_n1000_p25_k5_lasso,dense_linear_independent,lasso,1000,25,5,0.03125,0.8,-0.1499999999999999,0.1499999999999999,0.7334162343994751,0.0268340787569465,0.0408655187724632
dense_linear_independent_n1000_p300_k2_lasso,dense_linear_independent,lasso,1000,300,2,0.5999999999999999,0.8,-0.1499999999999999,0.1499999999999999,0.7165315886101077,0.044694523131469,0.0569722377164522
dense_linear_independent_n1000_p300_k10_lasso,dense_linear_independent,lasso,1000,300,10,0.3333333333333333,0.8,-0.1499999999999999,0.1499999999999999,0.6927810704207464,0.0391605904171041,0.0448871466923892
dense_linear_independent_n250_p50_k5_elastic_net,dense_linear_independent,elastic_net,250,50,5,0.25,0.8,-0.1499999999999999,0.1499999999999999,0.6320215928583207,0.0800661567934872,0.0922591701283929
dense_linear_independent_n250_p150_k5_elastic_net,dense_linear_independent,elastic_net,250,150,5,0.75,0.8,-0.1499999999999999,0.1499999999999999,0.514433157268184,0.090288947394835,0.1155602539678676
dense_linear_independent_n250_p300_k5_elastic_net,dense_linear_independent,elastic_net,250,300,5,1.5,0.8,-0.1499999999999999,0.1499999999999999,0.7443785189070629,0.0749182221121155,0.1114357019869201
dense_linear_independent_n500_p300_k5_elastic_net,dense_linear_independent,elastic_net,500,300,5,0.75,0.8,-0.1499999999999999,0.1499999999999999,0.7190537754012951,0.0676500724026926,0.0848260290964279
dense_linear_independent_n500_p300_k10_elastic_net,dense_linear_independent,elastic_net,500,300,10,0.6666666666666667,0.8,-0.1499999999999999,0.1499999999999999,0.4470023005670456,0.0809853515289748,0.1158808078673812
dense_linear_independent_n1000_p150_k2_elastic_net,dense_linear_independent,elastic_net,1000,150,2,0.2999999999999999,0.8,-0.1499999999999999,0.1499999999999999,0.7743124048232307,0.0371307455734155,0.0436826561362053
dense_linear_independent_n1000_p300_k5_elastic_net,dense_linear_independent,elastic_net,1000,300,5,0.375,0.8,-0.1499999999999999,0.1499999999999999,0.7522713643290453,0.0352983983913508,0.0473778087263769
dense_linear_independent_n1000_p300_k10_elastic_net,dense_linear_independent,elastic_net,1000,300,10,0.3333333333333333,0.8,-0.1499999999999999,0.1499999999999999,0.8826904710880548,0.0268121941539022,0.0368132608980839
dense_linear_independent_n250_p25_k5_gradient_boosting,dense_linear_independent,gradient_boosting,250,25,5,0.125,0.8,-0.1499999999999999,0.1499999999999999,0.9420730506410492,0.056648583110488,0.0730872449494846
dense_linear_independent_n250_p50_k2_gradient_boosting,dense_linear_independent,gradient_boosting,250,50,2,0.4,0.8,-0.1499999999999999,0.1499999999999999,0.9568921669697896,0.0856003953919061,0.1023526179500932
dense_linear_independent_n250_p100_k5_gradient_boosting,dense_linear_independent,gradient_boosting,250,100,5,0.5,0.8,-0.1499999999999999,0.1499999999999999,0.6912408587224446,0.0695904494609972,0.1013870360017477
dense_linear_independent_n500_p25_k10_gradient_boosting,dense_linear_independent,gradient_boosting,500,25,10,0.0555555555555554,0.8,-0.1499999999999999,0.1499999999999999,0.9180698041286586,0.0558477907794363,0.0683313280763063
dense_linear_independent_n500_p100_k5_gradient_boosting,dense_linear_independent,gradient_boosting,500,100,5,0.25,0.8,-0.1499999999999999,0.1499999999999999,0.9272642987195572,0.0633389224319437,0.0741734964265874
dense_linear_independent_n1000_p25_k2_gradient_boosting,dense_linear_independent,gradient_boosting,1000,25,2,0.05,0.8,-0.1499999999999999,0.1499999999999999,1.0570693195346914,0.0455237422165662,0.0502550261276797
dense_linear_independent_n1000_p25_k10_gradient_boosting,dense_linear_independent,gradient_boosting,1000,25,10,0.0277777777777777,0.8,-0.1499999999999999,0.1499999999999999,1.435169937828123,0.0511949862307331,0.055460980332971
sparse_linear_independent_n250_p25_k10_ols,sparse_linear_independent,ols,250,25,10,0.1111111111111111,0.8,-0.1499999999999999,0.1499999999999999,0.6834093824548912,0.060857302443667,0.084405390556932
sparse_linear_independent_n250_p150_k10_ols,sparse_linear_independent,ols,250,150,10,0.6666666666666667,0.8,-0.1499999999999999,0.1499999999999999,0.5780031975591037,0.0813173792125342,0.0986985347873279
sparse_linear_independent_n500_p100_k5_ols,sparse_linear_independent,ols,500,100,5,0.25,0.8,-0.1499999999999999,0.1499999999999999,0.6135318967391155,0.0577432584327114,0.0719651810972276
sparse_linear_independent_n500_p100_k10_ols,sparse_linear_independent,ols,500,100,10,0.2222222222222222,0.8,-0.1499999999999999,0.1499999999999999,0.7582012465229488,0.0447825691040661,0.0595717028290664
sparse_linear_independent_n500_p150_k2_ols,sparse_linear_independent,ols,500,150,2,0.5999999999999999,0.8,-0.1499999999999999,0.1499999999999999,0.6055478296950418,0.0533771067923189,0.0765418449037218
sparse_linear_independent_n500_p300_k5_ols,sparse_linear_independent,ols,500,300,5,0.75,0.8,-0.1499999999999999,0.1499999999999999,0.6543820397007045,0.0557571711430727,0.0694929385845388
sparse_linear_independent_n1000_p300_k10_ols,sparse_linear_independent,ols,1000,300,10,0.3333333333333333,0.8,-0.1499999999999999,0.1499999999999999,1.033762571851255,0.0234900846499528,0.0368190401699458
sparse_linear_independent_n250_p25_k2_lasso,sparse_linear_independent,lasso,250,25,2,0.2,0.8,-0.1499999999999999,0.1499999999999999,0.6810033481122539,0.0808276427500822,0.093587934282586
sparse_linear_independent_n250_p25_k5_lasso,sparse_linear_independent,lasso,250,25,5,0.125,0.8,-0.1499999999999999,0.1499999999999999,0.6390533135453488,0.0796753027718762,0.0956948918581282
sparse_linear_independent_n250_p150_k5_lasso,sparse_linear_independent,lasso,250,150,5,0.75,0.8,-0.1499999999999999,0.1499999999999999,0.6111383566603992,0.0888168847969136,0.1241677455876887
sparse_linear_independent_n500_p100_k5_lasso,sparse_linear_independent,lasso,500,100,5,0.25,0.8,-0.1499999999999999,0.1499999999999999,0.770045642224848,0.0409700971241249,0.0597710230799307
sparse_linear_independent_n1000_p100_k2_lasso,sparse_linear_independent,lasso,1000,100,2,0.2,0.8,-0.1499999999999999,0.1499999999999999,0.6900361062015439,0.0394645426413362,0.0471983062106038
sparse_linear_independent_n1000_p100_k10_lasso,sparse_linear_independent,lasso,1000,100,10,0.1111111111111111,0.8,-0.1499999999999999,0.1499999999999999,0.6721714727620124,0.0304814533240774,0.0442722011514806
sparse_linear_independent_n1000_p150_k10_lasso,sparse_linear_independent,lasso,1000,150,10,0.1666666666666665,0.8,-0.1499999999999999,0.1499999999999999,0.7674268980390735,0.0316502123599613,0.0395252378078025
sparse_linear_independent_n1000_p300_k10_lasso,sparse_linear_independent,lasso,1000,300,10,0.3333333333333333,0.8,-0.1499999999999999,0.1499999999999999,0.6791372655172119,0.0425021206492186,0.0470763876716387
sparse_linear_independent_n250_p50_k10_elastic_net,sparse_linear_independent,elastic_net,250,50,10,0.2222222222222222,0.8,-0.1499999999999999,0.1499999999999999,0.766876670100188,0.0627762973104834,0.0832650872906539
sparse_linear_independent_n500_p25_k2_elastic_net,sparse_linear_independent,elastic_net,500,25,2,0.1,0.8,-0.1499999999999999,0.1499999999999999,0.8475380659585279,0.0475243223260684,0.0610734142453293
sparse_linear_independent_n500_p300_k10_elastic_net,sparse_linear_independent,elastic_net,500,300,10,0.6666666666666667,0.8,-0.1499999999999999,0.1499999999999999,0.669422931416138,0.0526896869305681,0.0652054603675418
sparse_linear_independent_n1000_p25_k10_elastic_net,sparse_linear_independent,elastic_net,1000,25,10,0.0277777777777777,0.8,-0.1499999999999999,0.1499999999999999,0.7910150089852717,0.031981281489554,0.0376284455718314
sparse_linear_independent_n1000_p50_k10_elastic_net,sparse_linear_independent,elastic_net,1000,50,10,0.0555555555555554,0.8,-0.1499999999999999,0.1499999999999999,0.5857464698169229,0.0454237094219138,0.0511575671878343
sparse_linear_independent_n1000_p150_k2_elastic_net,sparse_linear_independent,elastic_net,1000,150,2,0.2999999999999999,0.8,-0.1499999999999999,0.1499999999999999,0.6987625014249992,0.0326785298027936,0.0420564072908372
sparse_linear_independent_n1000_p150_k5_elastic_net,sparse_linear_independent,elastic_net,1000,150,5,0.1875,0.8,-0.1499999999999999,0.1499999999999999,0.9694395713561236,0.0241937931615811,0.0330475850528753
sparse_linear_independent_n1000_p300_k10_elastic_net,sparse_linear_independent,elastic_net,1000,300,10,0.3333333333333333,0.8,-0.1499999999999999,0.1499999999999999,0.9577902700219356,0.0358987501143914,0.0439311820821608
sparse_linear_independent_n250_p25_k5_gradient_boosting,sparse_linear_independent,gradient_boosting,250,25,5,0.125,0.8,-0.1499999999999999,0.1499999999999999,0.7365764252975953,0.079499365697377,0.0949641022326083
sparse_linear_independent_n250_p50_k5_gradient_boosting,sparse_linear_independent,gradient_boosting,250,50,5,0.25,0.8,-0.1499999999999999,0.1499999999999999,0.6801675730416707,0.0829142911140689,0.111024043046644
sparse_linear_independent_n250_p100_k2_gradient_boosting,sparse_linear_independent,gradient_boosting,250,100,2,0.8,0.8,-0.1499999999999999,0.1499999999999999,0.6799713909615824,0.0717950896094541,0.0940535650770372
sparse_linear_independent_n500_p25_k5_gradient_boosting,sparse_linear_independent,gradient_boosting,500,25,5,0.0625,0.8,-0.1499999999999999,0.1499999999999999,0.8545481479399355,0.0591511915312369,0.0687423958557251
sparse_linear_independent_n500_p50_k10_gradient_boosting,sparse_linear_independent,gradient_boosting,500,50,10,0.1111111111111111,0.8,-0.1499999999999999,0.1499999999999999,0.6894250889425481,0.0627290204485075,0.0700946558816144
sparse_linear_independent_n500_p150_k2_gradient_boosting,sparse_linear_independent,gradient_boosting,500,150,2,0.5999999999999999,0.8,-0.1499999999999999,0.1499999999999999,0.8122253635137568,0.0532488366340256,0.072156811270486
sparse_linear_independent_n500_p150_k5_gradient_boosting,sparse_linear_independent,gradient_boosting,500,150,5,0.375,0.8,-0.1499999999999999,0.1499999999999999,0.9088540076163782,0.067415985304471,0.0823401158613529
sparse_linear_independent_n1000_p25_k5_gradient_boosting,sparse_linear_independent,gradient_boosting,1000,25,5,0.03125,0.8,-0.1499999999999999,0.1499999999999999,0.8248727362236103,0.0405994621919344,0.0507373934249294
sparse_linear_independent_n1000_p25_k10_gradient_boosting,sparse_linear_independent,gradient_boosting,1000,25,10,0.0277777777777777,0.8,-0.1499999999999999,0.1499999999999999,1.3327196719485332,0.0457272192642008,0.051235803041579
sparse_linear_correlated_n250_p25_k2_ols,sparse_linear_correlated,ols,250,25,2,0.2,0.8,-0.1499999999999999,0.1499999999999999,0.5817931127384022,0.0801100580851388,0.1131826362215729
sparse_linear_correlated_n250_p100_k10_ols,sparse_linear_correlated,ols,250,100,10,0.4444444444444445,0.8,-0.1499999999999999,0.1499999999999999,0.7409778670743757,0.0715249076665643,0.0925459908551567
sparse_linear_correlated_n500_p150_k2_ols,sparse_linear_correlated,ols,500,150,2,0.5999999999999999,0.8,-0.1499999999999999,0.1499999999999999,0.4020412578294927,0.0672741041757334,0.1015716116767481
sparse_linear_correlated_n1000_p25_k10_ols,sparse_linear_correlated,ols,1000,25,10,0.0277777777777777,0.8,-0.1499999999999999,0.1499999999999999,0.7429917770189599,0.0353848138879523,0.0434724107876724
sparse_linear_correlated_n1000_p300_k2_ols,sparse_linear_correlated,ols,1000,300,2,0.5999999999999999,0.8,-0.1499999999999999,0.1499999999999999,0.6367240109430713,0.0382794739341353,0.0491844203394633
sparse_linear_correlated_n250_p150_k2_lasso,sparse_linear_correlated,lasso,250,150,2,1.1999999999999995,0.8,-0.1499999999999999,0.1499999999999999,0.7102572593464199,0.0971264458773273,0.1189240850423108
sparse_linear_correlated_n250_p300_k2_lasso,sparse_linear_correlated,lasso,250,300,2,2.3999999999999995,0.8,-0.1499999999999999,0.1499999999999999,0.6741596756799415,0.081267398691169,0.1140629028761214
sparse_linear_correlated_n500_p50_k2_lasso,sparse_linear_correlated,lasso,500,50,2,0.2,0.8,-0.1499999999999999,0.1499999999999999,0.5641807210222375,0.061981913822733,0.0769063483333282
sparse_linear_correlated_n1000_p100_k2_lasso,sparse_linear_correlated,lasso,1000,100,2,0.2,0.8,-0.1499999999999999,0.1499999999999999,0.6588869247984663,0.0386929130894644,0.0462380397087854
sparse_linear_correlated_n1000_p150_k10_lasso,sparse_linear_correlated,lasso,1000,150,10,0.1666666666666665,0.8,-0.1499999999999999,0.1499999999999999,0.7550060279013118,0.0336779058859058,0.041246324691074
sparse_linear_correlated_n250_p50_k5_elastic_net,sparse_linear_correlated,elastic_net,250,50,5,0.25,0.8,-0.1499999999999999,0.1499999999999999,0.8149501384257689,0.0560482179131931,0.0726245057175478
sparse_linear_correlated_n250_p150_k5_elastic_net,sparse_linear_correlated,elastic_net,250,150,5,0.75,0.8,-0.1499999999999999,0.1499999999999999,0.7644109300402282,0.0704613147113621,0.0880613867504206
sparse_linear_correlated_n500_p25_k5_elastic_net,sparse_linear_correlated,elastic_net,500,25,5,0.0625,0.8,-0.1499999999999999,0.1499999999999999,0.8413862194843428,0.0390730482395192,0.0509584911843682
sparse_linear_correlated_n500_p50_k2_elastic_net,sparse_linear_correlated,elastic_net,500,50,2,0.2,0.8,-0.1499999999999999,0.1499999999999999,0.9523753815912792,0.0406409955875506,0.0515440905113906
sparse_linear_correlated_n500_p100_k2_elastic_net,sparse_linear_correlated,elastic_net,500,100,2,0.4,0.8,-0.1499999999999999,0.1499999999999999,0.5779169677823759,0.06779551320506,0.0784451929431016
sparse_linear_correlated_n500_p150_k2_elastic_net,sparse_linear_correlated,elastic_net,500,150,2,0.5999999999999999,0.8,-0.1499999999999999,0.1499999999999999,0.6426027586658241,0.0546279411057054,0.0633016858925761
sparse_linear_correlated_n1000_p150_k2_elastic_net,sparse_linear_correlated,elastic_net,1000,150,2,0.2999999999999999,0.8,-0.1499999999999999,0.1499999999999999,0.674732992718598,0.0358215421614143,0.0501200320127714
sparse_linear_correlated_n1000_p150_k5_elastic_net,sparse_linear_correlated,elastic_net,1000,150,5,0.1875,0.8,-0.1499999999999999,0.1499999999999999,0.669289560859753,0.0405024492891074,0.0477915033595385
sparse_linear_correlated_n1000_p300_k2_elastic_net,sparse_linear_correlated,elastic_net,1000,300,2,0.5999999999999999,0.8,-0.1499999999999999,0.1499999999999999,0.6157964047790763,0.048284297092556,0.057775078723222
sparse_linear_correlated_n1000_p300_k10_elastic_net,sparse_linear_correlated,elastic_net,1000,300,10,0.3333333333333333,0.8,-0.1499999999999999,0.1499999999999999,0.7185985362731688,0.0361767517139995,0.0441349426039516
sparse_linear_correlated_n250_p25_k5_gradient_boosting,sparse_linear_correlated,gradient_boosting,250,25,5,0.125,0.8,-0.1499999999999999,0.1499999999999999,1.191130921675818,0.0565264411014413,0.0762282483596889
sparse_linear_correlated_n250_p25_k10_gradient_boosting,sparse_linear_correlated,gradient_boosting,250,25,10,0.1111111111111111,0.8,-0.1499999999999999,0.1499999999999999,1.11925935315053,0.0790508672178473,0.0929596619607194
sparse_linear_correlated_n250_p50_k10_gradient_boosting,sparse_linear_correlated,gradient_boosting,250,50,10,0.2222222222222222,0.8,-0.1499999999999999,0.1499999999999999,0.8114423985782646,0.0693069551842394,0.0892844556556321
sparse_linear_correlated_n250_p100_k2_gradient_boosting,sparse_linear_correlated,gradient_boosting,250,100,2,0.8,0.8,-0.1499999999999999,0.1499999999999999,0.6863948485195941,0.0763142616756268,0.0924565150642459
sparse_linear_correlated_n250_p150_k2_gradient_boosting,sparse_linear_correlated,gradient_boosting,250,150,2,1.1999999999999995,0.8,-0.1499999999999999,0.1499999999999999,0.8411409140773033,0.0657793573574686,0.080924143075881
sparse_linear_correlated_n250_p300_k2_gradient_boosting,sparse_linear_correlated,gradient_boosting,250,300,2,2.3999999999999995,0.8,-0.1499999999999999,0.1499999999999999,0.682974819608911,0.0707811545044634,0.0875558384279133
sparse_linear_correlated_n500_p25_k2_gradient_boosting,sparse_linear_correlated,gradient_boosting,500,25,2,0.1,0.8,-0.1499999999999999,0.1499999999999999,0.5783376542514898,0.06450847325397,0.0864305663971237
sparse_linear_correlated_n500_p25_k10_gradient_boosting,sparse_linear_correlated,gradient_boosting,500,25,10,0.0555555555555554,0.8,-0.1499999999999999,0.1499999999999999,0.8338356656811757,0.0497955557943609,0.0649043334717622
