scenario_name,dgp_name,learner_name,n_obs,n_covariates,n_folds,mean_fold_ratio,coverage,coverage_gap,absolute_coverage_gap,se_ratio,mae,rmse
sparse_linear_independent_n250_p150_k5_elastic_net,sparse_linear_independent,elastic_net,250,150,5,0.75,0.4,-0.5499999999999999,0.5499999999999999,0.4792431177114462,0.1429321856544576,0.1589818569348867
sparse_linear_independent_n250_p300_k10_elastic_net,sparse_linear_independent,elastic_net,250,300,10,1.3333333333333337,0.4,-0.5499999999999999,0.5499999999999999,0.3461586515736783,0.1646506005466426,0.1906566832682979
sparse_linear_independent_n250_p25_k10_random_forest,sparse_linear_independent,random_forest,250,25,10,0.1111111111111111,0.4,-0.5499999999999999,0.5499999999999999,1.4533289803982448,0.1289872541473265,0.1352582219305279
sparse_linear_independent_n250_p100_k5_random_forest,sparse_linear_independent,random_forest,250,100,5,0.5,0.4,-0.5499999999999999,0.5499999999999999,0.7731013762630661,0.1789659415289621,0.1951074689994029
sparse_linear_independent_n1000_p25_k2_random_forest,sparse_linear_independent,random_forest,1000,25,2,0.05,0.4,-0.5499999999999999,0.5499999999999999,0.7567332292134319,0.0915864311380573,0.1004525805725474
sparse_linear_independent_n1000_p25_k5_random_forest,sparse_linear_independent,random_forest,1000,25,5,0.03125,0.4,-0.5499999999999999,0.5499999999999999,1.5079152101465856,0.0721628717705754,0.0750772211062709
sparse_linear_independent_n500_p150_k10_gradient_boosting,sparse_linear_independent,gradient_boosting,500,150,10,0.3333333333333333,0.4,-0.5499999999999999,0.5499999999999999,1.0460308936027825,0.1062073782454584,0.1143279416655442
sparse_linear_independent_n1000_p50_k5_gradient_boosting,sparse_linear_independent,gradient_boosting,1000,50,5,0.0625,0.4,-0.5499999999999999,0.5499999999999999,1.2201468560747255,0.0674166912327063,0.0722881030610409
sparse_linear_independent_n1000_p150_k10_gradient_boosting,sparse_linear_independent,gradient_boosting,1000,150,10,0.1666666666666665,0.4,-0.5499999999999999,0.5499999999999999,0.8180394073882181,0.0620054096928811,0.0729692717935763
sparse_linear_correlated_n500_p300_k2_ols,sparse_linear_correlated,ols,500,300,2,1.1999999999999995,0.4,-0.5499999999999999,0.5499999999999999,0.2528947051782377,0.14551094949804,0.1761717506539692
sparse_linear_correlated_n500_p25_k5_random_forest,sparse_linear_correlated,random_forest,500,25,5,0.0625,0.4,-0.5499999999999999,0.5499999999999999,1.2769768881040426,0.0915402082372056,0.0974525967514076
sparse_linear_correlated_n1000_p25_k5_random_forest,sparse_linear_correlated,random_forest,1000,25,5,0.03125,0.4,-0.5499999999999999,0.5499999999999999,0.8798551323208134,0.0666000089687588,0.0747457833117455
weak_signal_sparse_n250_p100_k2_ols,weak_signal_sparse,ols,250,100,2,0.8,0.4,-0.5499999999999999,0.5499999999999999,0.3124528523928676,0.1665079710124736,0.2083222728988844
dense_linear_independent_n250_p300_k10_elastic_net,dense_linear_independent,elastic_net,250,300,10,1.3333333333333337,0.5,-0.44999999999999996,0.44999999999999996,0.4155437552264945,0.1519551564148596,0.1651279464207358
dense_linear_independent_n500_p150_k10_elastic_net,dense_linear_independent,elastic_net,500,150,10,0.3333333333333333,0.5,-0.44999999999999996,0.44999999999999996,0.5539219155360536,0.0651191581733938,0.0787227114924165
dense_linear_independent_n1000_p25_k10_random_forest,dense_linear_independent,random_forest,1000,25,10,0.0277777777777777,0.5,-0.44999999999999996,0.44999999999999996,0.7955861868142986,0.0643149203729748,0.0746663145061554
dense_linear_independent_n500_p100_k2_gradient_boosting,dense_linear_independent,gradient_boosting,500,100,2,0.4,0.5,-0.44999999999999996,0.44999999999999996,1.2039456707077114,0.0811090426975765,0.0893588974339775
dense_linear_independent_n500_p150_k2_gradient_boosting,dense_linear_independent,gradient_boosting,500,150,2,0.5999999999999999,0.5,-0.44999999999999996,0.44999999999999996,1.0378918276985336,0.1068046761530694,0.1152576825448448
dense_linear_independent_n500_p150_k5_gradient_boosting,dense_linear_independent,gradient_boosting,500,150,5,0.375,0.5,-0.44999999999999996,0.44999999999999996,1.02945358344195,0.0873892674540785,0.0974320200681639
dense_linear_independent_n1000_p100_k5_gradient_boosting,dense_linear_independent,gradient_boosting,1000,100,5,0.125,0.5,-0.44999999999999996,0.44999999999999996,0.7108516788919179,0.0627502833382193,0.077001618175317
dense_linear_independent_n1000_p100_k10_gradient_boosting,dense_linear_independent,gradient_boosting,1000,100,10,0.1111111111111111,0.5,-0.44999999999999996,0.44999999999999996,0.6865278187505304,0.0563082117107805,0.0683118117419172
dense_linear_independent_n1000_p300_k5_gradient_boosting,dense_linear_independent,gradient_boosting,1000,300,5,0.375,0.5,-0.44999999999999996,0.44999999999999996,1.0012780870611704,0.0699611201449507,0.0765555655310028
sparse_linear_independent_n250_p300_k10_ols,sparse_linear_independent,ols,250,300,10,1.3333333333333337,0.5,-0.44999999999999996,0.44999999999999996,0.3339081117426478,0.1583921656810752,0.1925664940254645
sparse_linear_independent_n250_p300_k5_lasso,sparse_linear_independent,lasso,250,300,5,1.5,0.5,-0.44999999999999996,0.44999999999999996,0.4804603389285423,0.14114491038928,0.1712868266140362
sparse_linear_independent_n500_p300_k10_lasso,sparse_linear_independent,lasso,500,300,10,0.6666666666666667,0.5,-0.44999999999999996,0.44999999999999996,0.5869815947711484,0.0846114990850076,0.0949603418686077
sparse_linear_independent_n250_p300_k2_elastic_net,sparse_linear_independent,elastic_net,250,300,2,2.3999999999999995,0.5,-0.44999999999999996,0.44999999999999996,0.5798287817201188,0.1577539484029247,0.190581802226284
sparse_linear_independent_n250_p25_k5_random_forest,sparse_linear_independent,random_forest,250,25,5,0.125,0.5,-0.44999999999999996,0.44999999999999996,1.0221804462451904,0.136181976042036,0.1494298054132091
sparse_linear_independent_n500_p25_k2_random_forest,sparse_linear_independent,random_forest,500,25,2,0.1,0.5,-0.44999999999999996,0.44999999999999996,1.133619324356589,0.0995238592859436,0.1062759435987409
sparse_linear_independent_n500_p25_k10_random_forest,sparse_linear_independent,random_forest,500,25,10,0.0555555555555554,0.5,-0.44999999999999996,0.44999999999999996,1.0108461862211815,0.0961527718234279,0.1054494811001236
sparse_linear_independent_n250_p300_k10_gradient_boosting,sparse_linear_independent,gradient_boosting,250,300,10,1.3333333333333337,0.5,-0.44999999999999996,0.44999999999999996,1.0522995978580012,0.1118364075606677,0.1207308421900196
sparse_linear_independent_n500_p100_k5_gradient_boosting,sparse_linear_independent,gradient_boosting,500,100,5,0.25,0.5,-0.44999999999999996,0.44999999999999996,1.041045186524037,0.0834474517312416,0.0938381450583141
sparse_linear_independent_n500_p100_k10_gradient_boosting,sparse_linear_independent,gradient_boosting,500,100,10,0.2222222222222222,0.5,-0.44999999999999996,0.44999999999999996,0.8787545146604354,0.086760386887881,0.1003636565253296
sparse_linear_independent_n1000_p50_k2_gradient_boosting,sparse_linear_independent,gradient_boosting,1000,50,2,0.1,0.5,-0.44999999999999996,0.44999999999999996,0.7555300203906151,0.065753707567368,0.0773371173391834
sparse_linear_independent_n1000_p150_k2_gradient_boosting,sparse_linear_independent,gradient_boosting,1000,150,2,0.2999999999999999,0.5,-0.44999999999999996,0.44999999999999996,0.98757263848673,0.0597322754293266,0.0666275643194962
sparse_linear_independent_n1000_p150_k5_gradient_boosting,sparse_linear_independent,gradient_boosting,1000,150,5,0.1875,0.5,-0.44999999999999996,0.44999999999999996,0.793443639254281,0.0641754378535024,0.0722665668285848
sparse_linear_correlated_n250_p300_k2_ols,sparse_linear_correlated,ols,250,300,2,2.3999999999999995,0.5,-0.44999999999999996,0.44999999999999996,0.5600529709859103,0.1416914140828654,0.1681063529658608
sparse_linear_correlated_n250_p150_k10_lasso,sparse_linear_correlated,lasso,250,150,10,0.6666666666666667,0.5,-0.44999999999999996,0.44999999999999996,0.4549474803685928,0.111261363927183,0.1410706839842104
sparse_linear_correlated_n250_p300_k2_elastic_net,sparse_linear_correlated,elastic_net,250,300,2,2.3999999999999995,0.5,-0.44999999999999996,0.44999999999999996,0.6541796161446493,0.1156570804293638,0.1364041593524234
sparse_linear_correlated_n250_p25_k10_random_forest,sparse_linear_correlated,random_forest,250,25,10,0.1111111111111111,0.5,-0.44999999999999996,0.44999999999999996,0.9549279447557136,0.1168545997602283,0.1283186216409084
sparse_linear_correlated_n500_p300_k10_gradient_boosting,sparse_linear_correlated,gradient_boosting,500,300,10,0.6666666666666667,0.5,-0.44999999999999996,0.44999999999999996,1.035242600454631,0.0901757898242169,0.0996812017774416
sparse_linear_correlated_n1000_p25_k2_gradient_boosting,sparse_linear_correlated,gradient_boosting,1000,25,2,0.05,0.5,-0.44999999999999996,0.44999999999999996,0.6918818862533379,0.0557654280534301,0.0621041208336815
sparse_linear_correlated_n1000_p25_k5_gradient_boosting,sparse_linear_correlated,gradient_boosting,1000,25,5,0.03125,0.5,-0.44999999999999996,0.44999999999999996,0.6887617723822204,0.0533615517714155,0.0657326151412592
weak_signal_sparse_n250_p150_k2_ols,weak_signal_sparse,ols,250,150,2,1.1999999999999995,0.5,-0.44999999999999996,0.44999999999999996,0.4077415600833031,0.1363695340498565,0.1635811798439639
weak_signal_sparse_n500_p300_k2_ols,weak_signal_sparse,ols,500,300,2,1.1999999999999995,0.5,-0.44999999999999996,0.44999999999999996,0.3458731094151755,0.1068476756726913,0.1275933843555291
weak_signal_sparse_n250_p300_k10_elastic_net,weak_signal_sparse,elastic_net,250,300,10,1.3333333333333337,0.5,-0.44999999999999996,0.44999999999999996,0.4961777107912813,0.1408901284365583,0.1611658580634684
weak_signal_sparse_n500_p150_k5_gradient_boosting,weak_signal_sparse,gradient_boosting,500,150,5,0.375,0.5,-0.44999999999999996,0.44999999999999996,0.7523145549242348,0.0775712444294102,0.0926624307401103
dense_linear_independent_n250_p150_k2_ols,dense_linear_independent,ols,250,150,2,1.1999999999999995,0.6,-0.35,0.35,0.4280249003554043,0.1181114640747074,0.1491206882504186
dense_linear_independent_n250_p300_k5_ols,dense_linear_independent,ols,250,300,5,1.5,0.6,-0.35,0.35,0.3893552243617815,0.1211608564600534,0.1524521427101965
dense_linear_independent_n500_p300_k5_ols,dense_linear_independent,ols,500,300,5,0.75,0.6,-0.35,0.35,0.3888296259988831,0.0990884110351677,0.1135868449256811
dense_linear_independent_n250_p150_k2_lasso,dense_linear_independent,lasso,250,150,2,1.1999999999999995,0.6,-0.35,0.35,0.4232675592634838,0.1275872866622669,0.1664231762765526
dense_linear_independent_n250_p300_k5_lasso,dense_linear_independent,lasso,250,300,5,1.5,0.6,-0.35,0.35,0.5081538534916727,0.1203811203272862,0.1455068186686368
dense_linear_independent_n250_p100_k5_elastic_net,dense_linear_independent,elastic_net,250,100,5,0.5,0.6,-0.35,0.35,0.5536530638485286,0.0953304287323857,0.1130753337224802
dense_linear_independent_n500_p25_k10_random_forest,dense_linear_independent,random_forest,500,25,10,0.0555555555555554,0.6,-0.35,0.35,0.9125173366220608,0.0980340312768935,0.1085060646572094
dense_linear_independent_n250_p50_k5_gradient_boosting,dense_linear_independent,gradient_boosting,250,50,5,0.25,0.6,-0.35,0.35,1.4752752957058024,0.1133488392263418,0.121242169403547
dense_linear_independent_n500_p50_k5_gradient_boosting,dense_linear_independent,gradient_boosting,500,50,5,0.125,0.6,-0.35,0.35,0.7676421583905023,0.0831650482437577,0.1018010419893918
dense_linear_independent_n500_p100_k10_gradient_boosting,dense_linear_independent,gradient_boosting,500,100,10,0.2222222222222222,0.6,-0.35,0.35,0.5741115730013583,0.0928779062152388,0.1124056987639764
dense_linear_independent_n500_p300_k2_gradient_boosting,dense_linear_independent,gradient_boosting,500,300,2,1.1999999999999995,0.6,-0.35,0.35,0.7460784392660473,0.0874727108013306,0.1020317027945962
dense_linear_independent_n1000_p50_k2_gradient_boosting,dense_linear_independent,gradient_boosting,1000,50,2,0.1,0.6,-0.35,0.35,0.8260816848961262,0.0662031712753627,0.0765098461929743
dense_linear_independent_n1000_p50_k10_gradient_boosting,dense_linear_independent,gradient_boosting,1000,50,10,0.0555555555555554,0.6,-0.35,0.35,0.7711447738280627,0.0656652888381379,0.0762336157402387
dense_linear_independent_n1000_p150_k2_gradient_boosting,dense_linear_independent,gradient_boosting,1000,150,2,0.2999999999999999,0.6,-0.35,0.35,0.914730074150043,0.0521169360773118,0.0628164349168861
dense_linear_independent_n1000_p150_k5_gradient_boosting,dense_linear_independent,gradient_boosting,1000,150,5,0.1875,0.6,-0.35,0.35,0.819552449876191,0.0557933941739473,0.0672050230931139
sparse_linear_independent_n250_p50_k10_ols,sparse_linear_independent,ols,250,50,10,0.2222222222222222,0.6,-0.35,0.35,0.4891480070499662,0.1156966377797158,0.1329975355646177
sparse_linear_independent_n250_p300_k5_ols,sparse_linear_independent,ols,250,300,5,1.5,0.6,-0.35,0.35,0.461394450161142,0.1206861467754404,0.1570036329030428
sparse_linear_independent_n500_p300_k10_ols,sparse_linear_independent,ols,500,300,10,0.6666666666666667,0.6,-0.35,0.35,0.6060108995460511,0.0607406592024797,0.070892193030563
sparse_linear_independent_n250_p50_k2_lasso,sparse_linear_independent,lasso,250,50,2,0.4,0.6,-0.35,0.35,0.5914338948034654,0.0885812708919066,0.1252409150021429
sparse_linear_independent_n250_p300_k10_lasso,sparse_linear_independent,lasso,250,300,10,1.3333333333333337,0.6,-0.35,0.35,0.513256805229158,0.1248493285345866,0.1455889613145583
sparse_linear_independent_n1000_p300_k2_lasso,sparse_linear_independent,lasso,1000,300,2,0.5999999999999999,0.6,-0.35,0.35,0.6872031989474603,0.0488451836733925,0.063756302791894
sparse_linear_independent_n250_p100_k2_elastic_net,sparse_linear_independent,elastic_net,250,100,2,0.8,0.6,-0.35,0.35,0.4699057302703213,0.109877867224435,0.1430570449721124
sparse_linear_independent_n250_p300_k5_elastic_net,sparse_linear_independent,elastic_net,250,300,5,1.5,0.6,-0.35,0.35,0.5427073883912336,0.1237007510673996,0.1527609813021869
sparse_linear_independent_n500_p150_k2_elastic_net,sparse_linear_independent,elastic_net,500,150,2,0.5999999999999999,0.6,-0.35,0.35,0.5085607698993225,0.0778800326068613,0.0859583189920088
sparse_linear_independent_n500_p150_k5_elastic_net,sparse_linear_independent,elastic_net,500,150,5,0.375,0.6,-0.35,0.35,0.5437330526314547,0.0697682301714342,0.0834599794076227
sparse_linear_independent_n1000_p300_k2_elastic_net,sparse_linear_independent,elastic_net,1000,300,2,0.5999999999999999,0.6,-0.35,0.35,0.6542626843661918,0.0563228695836958,0.0654168991057059
sparse_linear_independent_n500_p50_k5_gradient_boosting,sparse_linear_independent,gradient_boosting,500,50,5,0.125,0.6,-0.35,0.35,0.5558848353460945,0.072257598838363,0.1009348943260977
sparse_linear_independent_n500_p100_k2_gradient_boosting,sparse_linear_independent,gradient_boosting,500,100,2,0.4,0.6,-0.35,0.35,0.7596980626449629,0.0640624837298524,0.075992868260564
sparse_linear_independent_n500_p300_k5_gradient_boosting,sparse_linear_independent,gradient_boosting,500,300,5,0.75,0.6,-0.35,0.35,1.2437179719779723,0.0789392573275884,0.0867519057921825
sparse_linear_independent_n500_p300_k10_gradient_boosting,sparse_linear_independent,gradient_boosting,500,300,10,0.6666666666666667,0.6,-0.35,0.35,1.337075211025879,0.0910806435083128,0.0967263123594949
sparse_linear_independent_n1000_p50_k10_gradient_boosting,sparse_linear_independent,gradient_boosting,1000,50,10,0.0555555555555554,0.6,-0.35,0.35,0.7157255332284306,0.0588020569172383,0.0719961836713633
sparse_linear_independent_n1000_p100_k10_gradient_boosting,sparse_linear_independent,gradient_boosting,1000,100,10,0.1111111111111111,0.6,-0.35,0.35,1.1177444975552502,0.0610427584147516,0.0673806599166191
sparse_linear_correlated_n250_p100_k2_ols,sparse_linear_correlated,ols,250,100,2,0.8,0.6,-0.35,0.35,0.5356775443981231,0.0867552382147588,0.1169809272994261
sparse_linear_correlated_n250_p150_k2_ols,sparse_linear_correlated,ols,250,150,2,1.1999999999999995,0.6,-0.35,0.35,0.4692239238682797,0.1146425935110032,0.1401544718940587
sparse_linear_correlated_n250_p300_k5_ols,sparse_linear_correlated,ols,250,300,5,1.5,0.6,-0.35,0.35,0.3876380341940575,0.1264288875196553,0.1591926342939157
sparse_linear_correlated_n500_p100_k2_ols,sparse_linear_correlated,ols,500,100,2,0.4,0.6,-0.35,0.35,0.492652118216977,0.0769023015946124,0.0862116372168018
sparse_linear_correlated_n500_p100_k5_ols,sparse_linear_correlated,ols,500,100,5,0.25,0.6,-0.35,0.35,0.6123747063278833,0.0622042806164299,0.0730119157727956
sparse_linear_correlated_n500_p100_k10_ols,sparse_linear_correlated,ols,500,100,10,0.2222222222222222,0.6,-0.35,0.35,0.6409658419782359,0.0504528582799135,0.0652008874042371
sparse_linear_correlated_n250_p300_k5_lasso,sparse_linear_correlated,lasso,250,300,5,1.5,0.6,-0.35,0.35,0.5193117870434281,0.1178686803622361,0.1393071156932523
sparse_linear_correlated_n500_p300_k2_lasso,sparse_linear_correlated,lasso,500,300,2,1.1999999999999995,0.6,-0.35,0.35,0.4795470740266044,0.0896211755768356,0.0985876730568873
sparse_linear_correlated_n1000_p300_k2_lasso,sparse_linear_correlated,lasso,1000,300,2,0.5999999999999999,0.6,-0.35,0.35,1.1867118812417083,0.0505809957304751,0.0570683340012778
sparse_linear_correlated_n250_p100_k2_elastic_net,sparse_linear_correlated,elastic_net,250,100,2,0.8,0.6,-0.35,0.35,0.4977492267201185,0.1114013604710068,0.129362149398852
sparse_linear_correlated_n250_p100_k5_elastic_net,sparse_linear_correlated,elastic_net,250,100,5,0.5,0.6,-0.35,0.35,0.5604587101815516,0.0974512967590845,0.1167586910727559
sparse_linear_correlated_n250_p150_k10_elastic_net,sparse_linear_correlated,elastic_net,250,150,10,0.6666666666666667,0.6,-0.35,0.35,0.5104544383290865,0.1209230068899039,0.1470439740721631
sparse_linear_correlated_n250_p300_k10_elastic_net,sparse_linear_correlated,elastic_net,250,300,10,1.3333333333333337,0.6,-0.35,0.35,0.5471784143350865,0.0961715137561572,0.1176826666472018
sparse_linear_correlated_n500_p300_k5_elastic_net,sparse_linear_correlated,elastic_net,500,300,5,0.75,0.6,-0.35,0.35,0.7939522414068373,0.0813879216277897,0.0925483460115573
sparse_linear_correlated_n500_p50_k2_gradient_boosting,sparse_linear_correlated,gradient_boosting,500,50,2,0.2,0.6,-0.35,0.35,0.6630635572849436,0.06532517677831,0.0845929265655849
sparse_linear_correlated_n1000_p50_k10_gradient_boosting,sparse_linear_correlated,gradient_boosting,1000,50,10,0.0555555555555554,0.6,-0.35,0.35,0.868592131547961,0.0551370712025756,0.0620657549217742
weak_signal_sparse_n250_p300_k10_ols,weak_signal_sparse,ols,250,300,10,1.3333333333333337,0.6,-0.35,0.35,0.4328596711074355,0.1039076880438957,0.1301056356679961
weak_signal_sparse_n1000_p300_k2_ols,weak_signal_sparse,ols,1000,300,2,0.5999999999999999,0.6,-0.35,0.35,0.4889122916506949,0.0530438829082324,0.0661865837473335
weak_signal_sparse_n250_p100_k2_lasso,weak_signal_sparse,lasso,250,100,2,0.8,0.6,-0.35,0.35,0.5203300809416376,0.1163851909569448,0.1352824752286356
weak_signal_sparse_n250_p150_k10_elastic_net,weak_signal_sparse,elastic_net,250,150,10,0.6666666666666667,0.6,-0.35,0.35,0.5129863479296868,0.1026880603813538,0.1274683383358308
weak_signal_sparse_n250_p300_k2_elastic_net,weak_signal_sparse,elastic_net,250,300,2,2.3999999999999995,0.6,-0.35,0.35,0.8894308917907484,0.13057658518474,0.150984254530997
weak_signal_sparse_n250_p300_k5_elastic_net,weak_signal_sparse,elastic_net,250,300,5,1.5,0.6,-0.35,0.35,0.5425091512069765,0.1077679043007016,0.1425246460257886
weak_signal_sparse_n500_p300_k10_elastic_net,weak_signal_sparse,elastic_net,500,300,10,0.6666666666666667,0.6,-0.35,0.35,0.4793763217980268,0.0735665423298264,0.0899204602184223
weak_signal_sparse_n1000_p150_k5_elastic_net,weak_signal_sparse,elastic_net,1000,150,5,0.1875,0.6,-0.35,0.35,0.6207671123953347,0.0423024091047278,0.0512370809824103
weak_signal_sparse_n1000_p300_k2_elastic_net,weak_signal_sparse,elastic_net,1000,300,2,0.5999999999999999,0.6,-0.35,0.35,0.8831894960216945,0.0509231182946263,0.0616105238670581
weak_signal_sparse_n250_p150_k5_gradient_boosting,weak_signal_sparse,gradient_boosting,250,150,5,0.75,0.6,-0.35,0.35,0.6184046737898685,0.1043840602862119,0.1321961198672898
weak_signal_sparse_n250_p300_k2_gradient_boosting,weak_signal_sparse,gradient_boosting,250,300,2,2.3999999999999995,0.6,-0.35,0.35,0.8391136050673611,0.0989396938020049,0.1241882450775584
weak_signal_sparse_n1000_p100_k2_gradient_boosting,weak_signal_sparse,gradient_boosting,1000,100,2,0.2,0.6,-0.35,0.35,0.7714506925998265,0.0473324903878533,0.0551245972384416
weak_signal_sparse_n1000_p150_k2_gradient_boosting,weak_signal_sparse,gradient_boosting,1000,150,2,0.2999999999999999,0.6,-0.35,0.35,1.0808218487795431,0.0577332398216019,0.06468741414031
dense_linear_independent_n250_p100_k5_ols,dense_linear_independent,ols,250,100,5,0.5,0.7,-0.25,0.25,0.7219886464893204,0.0666132134007865,0.0833009724563427
dense_linear_independent_n250_p150_k10_ols,dense_linear_independent,ols,250,150,10,0.6666666666666667,0.7,-0.25,0.25,0.5053114392989109,0.1072019852738435,0.1342249239264212
dense_linear_independent_n500_p150_k2_ols,dense_linear_independent,ols,500,150,2,0.5999999999999999,0.7,-0.25,0.25,0.6416874259716004,0.0546670997723672,0.0670869439881744
dense_linear_independent_n500_p150_k5_ols,dense_linear_independent,ols,500,150,5,0.375,0.7,-0.25,0.25,0.7174774045080946,0.0617992776905062,0.0765547931724092
dense_linear_independent_n250_p50_k2_lasso,dense_linear_independent,lasso,250,50,2,0.4,0.7,-0.25,0.25,0.6185607213759154,0.0766159645337322,0.0999473156368453
dense_linear_independent_n250_p100_k2_lasso,dense_linear_independent,lasso,250,100,2,0.8,0.7,-0.25,0.25,0.7865421753363289,0.0957389810618933,0.1231129793294041
dense_linear_independent_n500_p300_k10_lasso,dense_linear_independent,lasso,500,300,10,0.6666666666666667,0.7,-0.25,0.25,0.6395136543445875,0.0688680658564669,0.088523309289948
dense_linear_independent_n1000_p100_k2_lasso,dense_linear_independent,lasso,1000,100,2,0.2,0.7,-0.25,0.25,0.6469530407536304,0.0402849554906184,0.0474902236985743
dense_linear_independent_n250_p50_k2_elastic_net,dense_linear_independent,elastic_net,250,50,2,0.4,0.7,-0.25,0.25,0.4956366479410734,0.0887139408429465,0.1265870776465428
dense_linear_independent_n250_p100_k10_elastic_net,dense_linear_independent,elastic_net,250,100,10,0.4444444444444445,0.7,-0.25,0.25,0.690805965010496,0.0661294236610586,0.0861640380020467
dense_linear_independent_n250_p150_k2_elastic_net,dense_linear_independent,elastic_net,250,150,2,1.1999999999999995,0.7,-0.25,0.25,0.4036907543004512,0.1168465180434104,0.1563722045287059
dense_linear_independent_n250_p150_k10_elastic_net,dense_linear_independent,elastic_net,250,150,10,0.6666666666666667,0.7,-0.25,0.25,0.540676724867279,0.1110218594765559,0.130871860227914
dense_linear_independent_n250_p300_k2_elastic_net,dense_linear_independent,elastic_net,250,300,2,2.3999999999999995,0.7,-0.25,0.25,0.7418543668210469,0.1148624270033808,0.1213899205247101
dense_linear_independent_n500_p50_k2_elastic_net,dense_linear_independent,elastic_net,500,50,2,0.2,0.7,-0.25,0.25,0.5283453699308439,0.0661532724539235,0.0806828099466594
dense_linear_independent_n1000_p300_k2_elastic_net,dense_linear_independent,elastic_net,1000,300,2,0.5999999999999999,0.7,-0.25,0.25,0.9377871552076408,0.0350863844139728,0.0457341454388591
dense_linear_independent_n250_p100_k10_gradient_boosting,dense_linear_independent,gradient_boosting,250,100,10,0.4444444444444445,0.7,-0.25,0.25,0.946278228172505,0.1007299006871338,0.1208256312789855
dense_linear_independent_n250_p150_k10_gradient_boosting,dense_linear_independent,gradient_boosting,250,150,10,0.6666666666666667,0.7,-0.25,0.25,0.9481396547077132,0.0980780227611244,0.1175315779816624
dense_linear_independent_n500_p25_k2_gradient_boosting,dense_linear_independent,gradient_boosting,500,25,2,0.1,0.7,-0.25,0.25,0.4156449290134498,0.0865554987414258,0.1215930572572364
dense_linear_independent_n500_p25_k5_gradient_boosting,dense_linear_independent,gradient_boosting,500,25,5,0.0625,0.7,-0.25,0.25,0.9623563500641538,0.0555539725745176,0.06893515949108
dense_linear_independent_n500_p150_k10_gradient_boosting,dense_linear_independent,gradient_boosting,500,150,10,0.3333333333333333,0.7,-0.25,0.25,1.3383881734858163,0.0689569164016656,0.0763072678778161
dense_linear_independent_n1000_p25_k5_gradient_boosting,dense_linear_independent,gradient_boosting,1000,25,5,0.03125,0.7,-0.25,0.25,1.0199808372515136,0.0507891503724646,0.0592483579530776
dense_linear_independent_n1000_p150_k10_gradient_boosting,dense_linear_independent,gradient_boosting,1000,150,10,0.1666666666666665,0.7,-0.25,0.25,0.6799077410734817,0.0551627805604193,0.0681423636488992
sparse_linear_independent_n500_p50_k2_ols,sparse_linear_independent,ols,500,50,2,0.2,0.7,-0.25,0.25,0.5017968870677842,0.0724920640125917,0.0859805950643655
sparse_linear_independent_n500_p100_k2_ols,sparse_linear_independent,ols,500,100,2,0.4,0.7,-0.25,0.25,0.525093396846921,0.0805523801079657,0.1004162894245374
sparse_linear_independent_n500_p300_k2_ols,sparse_linear_independent,ols,500,300,2,1.1999999999999995,0.7,-0.25,0.25,0.6426329490761116,0.0594661906329623,0.0699656372232787
sparse_linear_independent_n1000_p300_k2_ols,sparse_linear_independent,ols,1000,300,2,0.5999999999999999,0.7,-0.25,0.25,0.6296568461214771,0.0422516768910031,0.0484691594400544
sparse_linear_independent_n250_p100_k2_lasso,sparse_linear_independent,lasso,250,100,2,0.8,0.7,-0.25,0.25,0.7804180039247812,0.0953302827068021,0.1202245014998486
sparse_linear_independent_n250_p150_k2_lasso,sparse_linear_independent,lasso,250,150,2,1.1999999999999995,0.7,-0.25,0.25,0.5571804732093764,0.1035547689880223,0.127206434004245
sparse_linear_independent_n250_p300_k2_lasso,sparse_linear_independent,lasso,250,300,2,2.3999999999999995,0.7,-0.25,0.25,0.7095596716283868,0.1169867251254011,0.1392940308204636
sparse_linear_independent_n500_p150_k5_lasso,sparse_linear_independent,lasso,500,150,5,0.375,0.7,-0.25,0.25,0.5905849881089221,0.0605942235979402,0.0721164627904874
sparse_linear_independent_n250_p50_k2_elastic_net,sparse_linear_independent,elastic_net,250,50,2,0.4,0.7,-0.25,0.25,0.6266305275033592,0.0867343980496915,0.1133499893548471
sparse_linear_independent_n250_p150_k10_elastic_net,sparse_linear_independent,elastic_net,250,150,10,0.6666666666666667,0.7,-0.25,0.25,0.5386315351004962,0.0915210529925536,0.1217961537433768
sparse_linear_independent_n500_p100_k2_elastic_net,sparse_linear_independent,elastic_net,500,100,2,0.4,0.7,-0.25,0.25,0.5682025473518002,0.0609964365115166,0.0736468954297767
sparse_linear_independent_n500_p300_k2_elastic_net,sparse_linear_independent,elastic_net,500,300,2,1.1999999999999995,0.7,-0.25,0.25,0.524398855418513,0.0762988003688122,0.0926010279748466
sparse_linear_independent_n500_p300_k5_elastic_net,sparse_linear_independent,elastic_net,500,300,5,0.75,0.7,-0.25,0.25,0.637114527863879,0.0561224568713866,0.0735142522684162
sparse_linear_independent_n250_p100_k10_gradient_boosting,sparse_linear_independent,gradient_boosting,250,100,10,0.4444444444444445,0.7,-0.25,0.25,0.8438231718503592,0.0740991083465932,0.102387911872517
sparse_linear_independent_n250_p150_k10_gradient_boosting,sparse_linear_independent,gradient_boosting,250,150,10,0.6666666666666667,0.7,-0.25,0.25,0.957253477812625,0.0764773817871966,0.0918538566992632
