scenario_id,scenario_name,n,p,n_obs,n_covariates,n_folds,dgp_name,learner_name,n_rep,matched_specification,bias,median_bias,mae,rmse,coverage,ci_length,mean_ci_length,empirical_sd,mean_se,se_ratio,variance_ratio,non_convergence_rate,n_replications_total,n_replications_success,n_replications_failed,t_stat_mean,t_stat_sd,mean_fold_train_size,mean_fold_test_size,mean_fold_ratio,max_fold_ratio,mean_condition_number,max_condition_number,mean_min_eigenvalue,min_min_eigenvalue,rank_deficiency_rate,mean_nuisance_mse_y,mean_nuisance_mse_d,mean_nuisance_r2_y,mean_nuisance_r2_d
200,linear_confounding_n250_p150_k5_ols,250,150,250,150,5,linear_confounding,ols,10,True,-0.02739249389452112,-0.040343169982532734,0.08103154375971491,0.10377050779053355,0.8,0.26435094371207535,0.26435094371207535,0.10550392075570678,0.06743646523267224,0.6391844468872457,1.5644936369617317,0.0,10,10,0,-0.49099980083626954,1.6483384341106595,200.0,50.0,0.75,0.75,168.9056036921054,263.5196023846276,0.020525768771317128,0.0129159416592155,0.0,7.976052889952181,3.871357929633775,-0.2580064876326146,-0.607529903934502
220,linear_confounding_n250_p150_k10_ols,250,150,250,150,10,linear_confounding,ols,10,True,-0.06145785326314849,-0.033685663966445234,0.10720198527384354,0.13422492392642127,0.7,0.24915390026772427,0.24915390026772427,0.125783157657838,0.06355966843564394,0.5053114392989108,1.9789775616151493,0.0,10,10,0,-0.8759225665803406,1.8645264551028522,225.0,25.0,0.6666666666666667,0.6666666666666666,86.3323404565695,123.41310747790564,0.03790656586152087,0.0263060608132403,0.0,5.882087100492688,3.1858650510250635,0.009703210875221274,-0.4366803468722494
240,linear_confounding_n250_p300_k2_ols,250,300,250,300,2,linear_confounding,ols,10,True,0.1170474784892076,0.14107568952960925,0.12224875113750688,0.13987877839071727,0.4,0.2281505570468591,0.2281505570468591,0.08073248295311755,0.05820167271603545,0.7209201375589297,1.387116197622178,0.0,10,10,0,2.064278057710623,1.4407614491437988,125.0,125.0,2.3999999999999995,2.4,6.641339465640105e+19,1.0883014742099456e+21,-2.227193266407771e-15,-2.5728591181874626e-15,0.0,5.671468756204783,2.638838257603583,0.14760313958974142,-0.04510216112007054
260,linear_confounding_n250_p300_k5_ols,250,300,250,300,5,linear_confounding,ols,10,True,0.04342095752362152,0.03485757632771591,0.11756423139682552,0.1493691686062449,0.6,0.2365586998309075,0.2365586998309075,0.150649589658521,0.06034660709972127,0.40057598056861327,2.496405297642936,0.0,10,10,0,0.7622810942434906,2.3739744834805183,200.0,50.0,1.5,1.5,3.0149943422987674e+18,3.598547872031783e+19,-1.7100902235846564e-15,-1.954153133291697e-15,0.0,7.766918060966795,3.642698602105154,-0.21254248940331638,-0.5230419959150681
280,linear_confounding_n250_p300_k10_ols,250,300,250,300,10,linear_confounding,ols,10,True,0.09788567388427123,0.15518129146032633,0.22072158025654498,0.23969951715975873,0.2,0.22581886099736775,0.22581886099736775,0.2306374099337254,0.057606852295246834,0.24977236915641915,4.003645412730794,0.0,10,10,0,1.7873785986646076,4.1119551024846155,225.0,25.0,1.3333333333333337,1.3333333333333333,4.766695949726036e+18,2.121947089697333e+20,-1.5040716514068002e-15,-1.7280324911216079e-15,0.0,9.06094566815661,4.4038519703923376,-0.5048313628967704,-0.9485034195580399
300,linear_confounding_n500_p25_k2_ols,500,25,500,25,2,linear_confounding,ols,10,True,0.014591285019258726,0.023354022120902096,0.04055696825513018,0.048795329441326765,0.9,0.1836147945540952,0.1836147945540952,0.04908132227656425,0.04684050881482016,0.9543448840046013,1.04783922118786,0.0,10,10,0,0.3263103616862087,1.066664225095263,250.0,250.0,0.1,0.1,3.3104690225476316,4.157962143044758,0.4999278945049447,0.4173762828208415,0.0,2.2814232710071383,1.1140923445817879,0.6610671509370375,0.5560908327302336
320,linear_confounding_n500_p25_k5_ols,500,25,500,25,5,linear_confounding,ols,10,True,-0.011885518894206071,-0.01813857089547838,0.03273431705843498,0.03902635199160832,1.0,0.17852482302142098,0.17852482302142098,0.03918319637560611,0.045542046689137985,1.1622851349996204,0.8603740767968495,0.0,10,10,0,-0.287653316809251,0.8570420776579832,400.0,100.0,0.0625,0.0625,2.549106467940472,2.879210325378037,0.5891113209346746,0.5496760111085501,0.0,2.084845353786604,1.0477371325340137,0.6873542807275309,0.5911595345403552
340,linear_confounding_n500_p25_k10_ols,500,25,500,25,10,linear_confounding,ols,10,True,-0.0038546093652018663,-0.021007216700084097,0.04208276631486413,0.048095275669382515,0.9,0.17590958698127895,0.17590958698127895,0.05053378988751098,0.04487489463808133,0.8880175965027274,1.1261038113864996,0.0,10,10,0,-0.11640831966082663,1.136074789168462,450.0,50.0,0.05555555555555549,0.0555555555555555,2.400547798199953,2.698438661461577,0.6122475676612268,0.5527185386987092,0.0,2.129122293723409,1.0495644189254658,0.6669007558221334,0.5699451589788331
360,linear_confounding_n500_p50_k2_ols,500,50,500,50,2,linear_confounding,ols,10,True,-0.003721565042933095,-0.017801232006037393,0.03702772274409786,0.04400064145349937,0.9,0.16917365143715127,0.16917365143715127,0.04621455280597499,0.043156543733967115,0.933830170664066,1.0708585259018555,0.0,10,10,0,-0.07630904777759277,1.0797150546650358,250.0,250.0,0.2,0.2,6.357722520658177,7.0327200441371405,0.32067171667251465,0.2916600566382402,0.0,2.505136817048108,1.2985683054478163,0.6051798345260708,0.46968284725110687
380,linear_confounding_n500_p50_k5_ols,500,50,500,50,5,linear_confounding,ols,10,True,0.014203633001019478,0.011128355628041597,0.03346507369049649,0.04077159201360191,1.0,0.17413310215564415,0.17413310215564415,0.04028481275584244,0.04442170973358268,1.102691230137101,0.9068721802345947,0.0,10,10,0,0.33484434755538234,0.910649194758104,400.0,100.0,0.125,0.125,4.091655479302773,4.773925467137158,0.43894312290577275,0.383837810474247,0.0,2.349843542672155,1.1754966287933297,0.6474137233758217,0.5317168787575434
400,linear_confounding_n500_p50_k10_ols,500,50,500,50,10,linear_confounding,ols,10,True,-0.0016907096978074354,-0.0002338234672364381,0.035471810058731956,0.04813504315393248,0.9,0.18001651307128258,0.18001651307128258,0.05070748224592459,0.04592257986512306,0.9056371531602498,1.1041949819643198,0.0,10,10,0,-0.03286011386006351,1.1097866173304767,450.0,50.0,0.11111111111111112,0.1111111111111111,3.827744183681215,4.370377772267935,0.453672172626995,0.413043329550218,0.0,2.2173648558750014,1.0809669878452322,0.6528910762701711,0.5482669819892668
420,linear_confounding_n500_p100_k2_ols,500,100,500,100,2,linear_confounding,ols,10,True,-0.018168504598865255,-0.018667756613372,0.022144984708469085,0.02868230480830703,1.0,0.1722409986182697,0.1722409986182697,0.023394682438481248,0.04393903025976267,1.8781631413593631,0.5324351106561634,0.0,10,10,0,-0.4074179602882236,0.5272679865488552,250.0,250.0,0.4,0.4,18.045356225840088,20.23727540045091,0.14431883872838117,0.1307704440056444,0.0,3.2856111362146323,1.7013819928028067,0.4913250326235204,0.3022925521333212
440,linear_confounding_n500_p100_k5_ols,500,100,500,100,5,linear_confounding,ols,10,True,-0.011250033466708376,0.0013854029954828984,0.02956960483756853,0.04466552815699517,0.9,0.17775594866143735,0.17775594866143735,0.045563705738245336,0.04534590527077478,0.9952198693249014,1.0048030900732932,0.0,10,10,0,-0.2155959260461951,0.9428948464350035,400.0,100.0,0.25,0.25,8.466254410190775,10.025063506845273,0.26008763911095895,0.2248387381448064,0.0,2.6256888906122815,1.3403615454769446,0.5886805271110969,0.44987550972896573
460,linear_confounding_n500_p100_k10_ols,500,100,500,100,10,linear_confounding,ols,10,True,0.0007402685214288107,-0.007530298717660866,0.04876671286592325,0.05462483037109536,0.8,0.1796392321344601,0.1796392321344601,0.05757433934186618,0.04582633472817857,0.7959506830998085,1.2563592459089636,0.0,10,10,0,0.006382292666827996,1.316855996195975,450.0,50.0,0.22222222222222224,0.2222222222222222,7.226304138371262,7.974427569387164,0.29482309941985213,0.2700038924719423,0.0,2.5769985235752464,1.2789927085907575,0.6027258959668774,0.45993433318345345
480,linear_confounding_n500_p150_k2_ols,500,150,500,150,2,linear_confounding,ols,10,True,-0.0002220446931351705,0.018585588470353742,0.05466709977236722,0.06708694398817448,0.7,0.17787871017453946,0.17787871017453946,0.07071546074725346,0.045377221983300825,0.6416874259716004,1.5583911411165123,0.0,10,10,0,-0.0023033737521179543,1.5526163412530412,250.0,250.0,0.5999999999999999,0.6,55.02688075346727,63.96805586926504,0.05638189171497944,0.0493002453568002,0.0,5.14873330635073,2.578704498523723,0.24078170651455783,-0.019931782443008538
